Energy (keV),Field (T),Temperature (K),Rate (1/s)
1.0003333333e+01,1.2500000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,1.2500000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,1.2500000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,1.2500000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,1.2500000000e-02,1.5000000000e+01,1.1853907413e+01
1.0003333333e+01,1.5000000000e-02,0.0000000000e+00,1.3803598015e+00
1.0003333333e+01,1.5000000000e-02,1.6666666667e+00,2.5440873139e+00
1.0003333333e+01,1.5000000000e-02,3.3333333333e+00,3.7078148263e+00
1.0003333333e+01,1.5000000000e-02,5.0000000000e+00,4.8715423387e+00
1.0003333333e+01,1.5000000000e-02,6.6666666667e+00,6.0352698511e+00
1.0003333333e+01,1.5000000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,1.5000000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,1.5000000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,1.5000000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,1.5000000000e-02,1.5000000000e+01,1.1853907413e+01
1.0003333333e+01,1.7500000000e-02,0.0000000000e+00,1.3803598015e+00
1.0003333333e+01,1.7500000000e-02,1.6666666667e+00,2.5440873139e+00
1.0003333333e+01,1.7500000000e-02,3.3333333333e+00,3.7078148263e+00
1.0003333333e+01,1.7500000000e-02,5.0000000000e+00,4.8715423387e+00
1.0003333333e+01,1.7500000000e-02,6.6666666667e+00,6.0352698511e+00
1.0003333333e+01,1.7500000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,1.7500000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,1.7500000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,1.7500000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,1.7500000000e-02,1.5000000000e+01,1.1853907413e+01
1.0003333333e+01,2.0000000000e-02,0.0000000000e+00,1.3803598015e+00
1.0003333333e+01,2.0000000000e-02,1.6666666667e+00,2.5440873139e+00
1.0003333333e+01,2.0000000000e-02,3.3333333333e+00,3.7078148263e+00
1.0003333333e+01,2.0000000000e-02,5.0000000000e+00,4.8715423387e+00
1.0003333333e+01,2.0000000000e-02,6.6666666667e+00,6.0352698511e+00
1.0003333333e+01,2.0000000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,2.0000000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,2.0000000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,2.0000000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,2.0000000000e-02,1.5000000000e+01,1.1853907413e+01
1.0003333333e+01,2.2500000000e-02,0.0000000000e+00,1.3803598015e+00
1.0003333333e+01,2.2500000000e-02,1.6666666667e+00,2.5440873139e+00
1.0003333333e+01,2.2500000000e-02,3.3333333333e+00,3.7078148263e+00
1.0003333333e+01,2.2500000000e-02,5.0000000000e+00,4.8715423387e+00
1.0003333333e+01,2.2500000000e-02,6.6666666667e+00,6.0352698511e+00
1.0003333333e+01,2.2500000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,2.2500000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,2.2500000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,2.2500000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,2.2500000000e-02,1.5000000000e+01,1.1853907413e+01
1.0003333333e+01,2.5000000000e-02,0.0000000000e+00,1.3803598015e+00
1.0003333333e+01,2.5000000000e-02,1.6666666667e+00,2.5440873139e+00
1.0003333333e+01,2.5000000000e-02,3.3333333333e+00,3.7078148263e+00
1.0003333333e+01,2.5000000000e-02,5.0000000000e+00,4.8715423387e+00
1.0003333333e+01,2.5000000000e-02,6.6666666667e+00,6.0352698511e+00
1.0003333333e+01,2.5000000000e-02,8.3333333333e+00,7.1989973635e+00
1.0003333333e+01,2.5000000000e-02,1.0000000000e+01,8.3627248759e+00
1.0003333333e+01,2.5000000000e-02,1.1666666667e+01,9.5264523883e+00
1.0003333333e+01,2.5000000000e-02,1.3333333333e+01,1.0690179901e+01
1.0003333333e+01,2.5000000000e-02,1.5000000000e+01,1.1853907413e+01
1.3327777778e+01,2.5000000000e-03,0.0000000000e+00,9.1969214727e-01
1.3327777778e+01,2.5000000000e-03,1.6666666667e+00,2.1122113881e+00
1.3327777778e+01,2.5000000000e-03,3.3333333333e+00,3.3047306289e+00
1.3327777778e+01,2.5000000000e-03,5.0000000000e+00,4.4972498697e+00
1.3327777778e+01,2.5000000000e-03,6.6666666667e+00,5.6897691105e+00
1.3327777778e+01,2.5000000000e-03,8.3333333333e+00,6.8822883510e+00
1.3327777778e+01,2.5000000000e-03,1.0000000000e+01,8.0748075917e+00
1.3327777778e+01,2.5000000000e-03,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,2.5000000000e-03,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,2.5000000000e-03,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,5.0000000000e-03,0.0000000000e+00,9.1969214679e-01
1.3327777778e+01,5.0000000000e-03,1.6666666667e+00,2.1122113876e+00
1.3327777778e+01,5.0000000000e-03,3.3333333333e+00,3.3047306285e+00
1.3327777778e+01,5.0000000000e-03,5.0000000000e+00,4.4972498693e+00
1.3327777778e+01,5.0000000000e-03,6.6666666667e+00,5.6897691101e+00
1.3327777778e+01,5.0000000000e-03,8.3333333333e+00,6.8822883509e+00
1.3327777778e+01,5.0000000000e-03,1.0000000000e+01,8.0748075917e+00
1.3327777778e+01,5.0000000000e-03,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,5.0000000000e-03,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,5.0000000000e-03,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,7.5000000000e-03,0.0000000000e+00,9.1969214670e-01
1.3327777778e+01,7.5000000000e-03,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,7.5000000000e-03,3.3333333333e+00,3.3047306284e+00
1.3327777778e+01,7.5000000000e-03,5.0000000000e+00,4.4972498692e+00
1.3327777778e+01,7.5000000000e-03,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,7.5000000000e-03,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,7.5000000000e-03,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,7.5000000000e-03,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,7.5000000000e-03,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,7.5000000000e-03,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,1.0000000000e-02,0.0000000000e+00,9.1969214666e-01
1.3327777778e+01,1.0000000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,1.0000000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,1.0000000000e-02,5.0000000000e+00,4.4972498692e+00
1.3327777778e+01,1.0000000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,1.0000000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,1.0000000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,1.0000000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,1.0000000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,1.0000000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,1.2500000000e-02,0.0000000000e+00,9.1969214665e-01
1.3327777778e+01,1.2500000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,1.2500000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,1.2500000000e-02,5.0000000000e+00,4.4972498692e+00
1.3327777778e+01,1.2500000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,1.2500000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,1.2500000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,1.2500000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,1.2500000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,1.2500000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,1.5000000000e-02,0.0000000000e+00,9.1969214664e-01
1.3327777778e+01,1.5000000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,1.5000000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,1.5000000000e-02,5.0000000000e+00,4.4972498691e+00
1.3327777778e+01,1.5000000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,1.5000000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,1.5000000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,1.5000000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,1.5000000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,1.5000000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,1.7500000000e-02,0.0000000000e+00,9.1969214664e-01
1.3327777778e+01,1.7500000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,1.7500000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,1.7500000000e-02,5.0000000000e+00,4.4972498691e+00
1.3327777778e+01,1.7500000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,1.7500000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,1.7500000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,1.7500000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,1.7500000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,1.7500000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,2.0000000000e-02,0.0000000000e+00,9.1969214663e-01
1.3327777778e+01,2.0000000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,2.0000000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,2.0000000000e-02,5.0000000000e+00,4.4972498691e+00
1.3327777778e+01,2.0000000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,2.0000000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,2.0000000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,2.0000000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,2.0000000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,2.0000000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,2.2500000000e-02,0.0000000000e+00,9.1969214663e-01
1.3327777778e+01,2.2500000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,2.2500000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,2.2500000000e-02,5.0000000000e+00,4.4972498691e+00
1.3327777778e+01,2.2500000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,2.2500000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,2.2500000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,2.2500000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,2.2500000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,2.2500000000e-02,1.5000000000e+01,1.1652365314e+01
1.3327777778e+01,2.5000000000e-02,0.0000000000e+00,9.1969214663e-01
1.3327777778e+01,2.5000000000e-02,1.6666666667e+00,2.1122113875e+00
1.3327777778e+01,2.5000000000e-02,3.3333333333e+00,3.3047306283e+00
1.3327777778e+01,2.5000000000e-02,5.0000000000e+00,4.4972498691e+00
1.3327777778e+01,2.5000000000e-02,6.6666666667e+00,5.6897691100e+00
1.3327777778e+01,2.5000000000e-02,8.3333333333e+00,6.8822883508e+00
1.3327777778e+01,2.5000000000e-02,1.0000000000e+01,8.0748075916e+00
1.3327777778e+01,2.5000000000e-02,1.1666666667e+01,9.2673268325e+00
1.3327777778e+01,2.5000000000e-02,1.3333333333e+01,1.0459846073e+01
1.3327777778e+01,2.5000000000e-02,1.5000000000e+01,1.1652365314e+01
1.6652222222e+01,2.5000000000e-03,0.0000000000e+00,5.6028661263e-01
1.6652222222e+01,2.5000000000e-03,1.6666666667e+00,1.7752686994e+00
1.6652222222e+01,2.5000000000e-03,3.3333333333e+00,2.9902507862e+00
1.6652222222e+01,2.5000000000e-03,5.0000000000e+00,4.2052328729e+00
1.6652222222e+01,2.5000000000e-03,6.6666666667e+00,5.4202149594e+00
1.6652222222e+01,2.5000000000e-03,8.3333333333e+00,6.6351970456e+00
1.6652222222e+01,2.5000000000e-03,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,2.5000000000e-03,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,2.5000000000e-03,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,2.5000000000e-03,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,5.0000000000e-03,0.0000000000e+00,5.6028661153e-01
1.6652222222e+01,5.0000000000e-03,1.6666666667e+00,1.7752686983e+00
1.6652222222e+01,5.0000000000e-03,3.3333333333e+00,2.9902507851e+00
1.6652222222e+01,5.0000000000e-03,5.0000000000e+00,4.2052328719e+00
1.6652222222e+01,5.0000000000e-03,6.6666666667e+00,5.4202149586e+00
1.6652222222e+01,5.0000000000e-03,8.3333333333e+00,6.6351970453e+00
1.6652222222e+01,5.0000000000e-03,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,5.0000000000e-03,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,5.0000000000e-03,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,5.0000000000e-03,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,7.5000000000e-03,0.0000000000e+00,5.6028661133e-01
1.6652222222e+01,7.5000000000e-03,1.6666666667e+00,1.7752686981e+00
1.6652222222e+01,7.5000000000e-03,3.3333333333e+00,2.9902507849e+00
1.6652222222e+01,7.5000000000e-03,5.0000000000e+00,4.2052328717e+00
1.6652222222e+01,7.5000000000e-03,6.6666666667e+00,5.4202149585e+00
1.6652222222e+01,7.5000000000e-03,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,7.5000000000e-03,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,7.5000000000e-03,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,7.5000000000e-03,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,7.5000000000e-03,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,1.0000000000e-02,0.0000000000e+00,5.6028661126e-01
1.6652222222e+01,1.0000000000e-02,1.6666666667e+00,1.7752686981e+00
1.6652222222e+01,1.0000000000e-02,3.3333333333e+00,2.9902507849e+00
1.6652222222e+01,1.0000000000e-02,5.0000000000e+00,4.2052328717e+00
1.6652222222e+01,1.0000000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,1.0000000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,1.0000000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,1.0000000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,1.0000000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,1.0000000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,1.2500000000e-02,0.0000000000e+00,5.6028661122e-01
1.6652222222e+01,1.2500000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,1.2500000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,1.2500000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,1.2500000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,1.2500000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,1.2500000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,1.2500000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,1.2500000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,1.2500000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,1.5000000000e-02,0.0000000000e+00,5.6028661120e-01
1.6652222222e+01,1.5000000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,1.5000000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,1.5000000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,1.5000000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,1.5000000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,1.5000000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,1.5000000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,1.5000000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,1.5000000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,1.7500000000e-02,0.0000000000e+00,5.6028661119e-01
1.6652222222e+01,1.7500000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,1.7500000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,1.7500000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,1.7500000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,1.7500000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,1.7500000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,1.7500000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,1.7500000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,1.7500000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,2.0000000000e-02,0.0000000000e+00,5.6028661119e-01
1.6652222222e+01,2.0000000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,2.0000000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,2.0000000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,2.0000000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,2.0000000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,2.0000000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,2.0000000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,2.0000000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,2.0000000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,2.2500000000e-02,0.0000000000e+00,5.6028661118e-01
1.6652222222e+01,2.2500000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,2.2500000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,2.2500000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,2.2500000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,2.2500000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,2.2500000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,2.2500000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,2.2500000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,2.2500000000e-02,1.5000000000e+01,1.1495125392e+01
1.6652222222e+01,2.5000000000e-02,0.0000000000e+00,5.6028661118e-01
1.6652222222e+01,2.5000000000e-02,1.6666666667e+00,1.7752686980e+00
1.6652222222e+01,2.5000000000e-02,3.3333333333e+00,2.9902507848e+00
1.6652222222e+01,2.5000000000e-02,5.0000000000e+00,4.2052328716e+00
1.6652222222e+01,2.5000000000e-02,6.6666666667e+00,5.4202149584e+00
1.6652222222e+01,2.5000000000e-02,8.3333333333e+00,6.6351970452e+00
1.6652222222e+01,2.5000000000e-02,1.0000000000e+01,7.8501791320e+00
1.6652222222e+01,2.5000000000e-02,1.1666666667e+01,9.0651612188e+00
1.6652222222e+01,2.5000000000e-02,1.3333333333e+01,1.0280143306e+01
1.6652222222e+01,2.5000000000e-02,1.5000000000e+01,1.1495125392e+01
1.9976666667e+01,2.5000000000e-03,0.0000000000e+00,4.3827246445e-01
1.9976666667e+01,2.5000000000e-03,1.6666666667e+00,1.6608804356e+00
1.9976666667e+01,2.5000000000e-03,3.3333333333e+00,2.8834884067e+00
1.9976666667e+01,2.5000000000e-03,5.0000000000e+00,4.1060963778e+00
1.9976666667e+01,2.5000000000e-03,6.6666666667e+00,5.3287043481e+00
1.9976666667e+01,2.5000000000e-03,8.3333333333e+00,6.5513123177e+00
1.9976666667e+01,2.5000000000e-03,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,2.5000000000e-03,1.1666666667e+01,8.9965282595e+00
1.9976666667e+01,2.5000000000e-03,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,2.5000000000e-03,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,5.0000000000e-03,0.0000000000e+00,4.3827246203e-01
1.9976666667e+01,5.0000000000e-03,1.6666666667e+00,1.6608804332e+00
1.9976666667e+01,5.0000000000e-03,3.3333333333e+00,2.8834884044e+00
1.9976666667e+01,5.0000000000e-03,5.0000000000e+00,4.1060963755e+00
1.9976666667e+01,5.0000000000e-03,6.6666666667e+00,5.3287043465e+00
1.9976666667e+01,5.0000000000e-03,8.3333333333e+00,6.5513123172e+00
1.9976666667e+01,5.0000000000e-03,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,5.0000000000e-03,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,5.0000000000e-03,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,5.0000000000e-03,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,7.5000000000e-03,0.0000000000e+00,4.3827246158e-01
1.9976666667e+01,7.5000000000e-03,1.6666666667e+00,1.6608804327e+00
1.9976666667e+01,7.5000000000e-03,3.3333333333e+00,2.8834884039e+00
1.9976666667e+01,7.5000000000e-03,5.0000000000e+00,4.1060963751e+00
1.9976666667e+01,7.5000000000e-03,6.6666666667e+00,5.3287043462e+00
1.9976666667e+01,7.5000000000e-03,8.3333333333e+00,6.5513123172e+00
1.9976666667e+01,7.5000000000e-03,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,7.5000000000e-03,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,7.5000000000e-03,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,7.5000000000e-03,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,1.0000000000e-02,0.0000000000e+00,4.3827246142e-01
1.9976666667e+01,1.0000000000e-02,1.6666666667e+00,1.6608804326e+00
1.9976666667e+01,1.0000000000e-02,3.3333333333e+00,2.8834884038e+00
1.9976666667e+01,1.0000000000e-02,5.0000000000e+00,4.1060963749e+00
1.9976666667e+01,1.0000000000e-02,6.6666666667e+00,5.3287043460e+00
1.9976666667e+01,1.0000000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,1.0000000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,1.0000000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,1.0000000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,1.0000000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,1.2500000000e-02,0.0000000000e+00,4.3827246135e-01
1.9976666667e+01,1.2500000000e-02,1.6666666667e+00,1.6608804325e+00
1.9976666667e+01,1.2500000000e-02,3.3333333333e+00,2.8834884037e+00
1.9976666667e+01,1.2500000000e-02,5.0000000000e+00,4.1060963749e+00
1.9976666667e+01,1.2500000000e-02,6.6666666667e+00,5.3287043460e+00
1.9976666667e+01,1.2500000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,1.2500000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,1.2500000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,1.2500000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,1.2500000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,1.5000000000e-02,0.0000000000e+00,4.3827246131e-01
1.9976666667e+01,1.5000000000e-02,1.6666666667e+00,1.6608804325e+00
1.9976666667e+01,1.5000000000e-02,3.3333333333e+00,2.8834884037e+00
1.9976666667e+01,1.5000000000e-02,5.0000000000e+00,4.1060963748e+00
1.9976666667e+01,1.5000000000e-02,6.6666666667e+00,5.3287043460e+00
1.9976666667e+01,1.5000000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,1.5000000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,1.5000000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,1.5000000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,1.5000000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,1.7500000000e-02,0.0000000000e+00,4.3827246128e-01
1.9976666667e+01,1.7500000000e-02,1.6666666667e+00,1.6608804325e+00
1.9976666667e+01,1.7500000000e-02,3.3333333333e+00,2.8834884036e+00
1.9976666667e+01,1.7500000000e-02,5.0000000000e+00,4.1060963748e+00
1.9976666667e+01,1.7500000000e-02,6.6666666667e+00,5.3287043460e+00
1.9976666667e+01,1.7500000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,1.7500000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,1.7500000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,1.7500000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,1.7500000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,2.0000000000e-02,0.0000000000e+00,4.3827246127e-01
1.9976666667e+01,2.0000000000e-02,1.6666666667e+00,1.6608804324e+00
1.9976666667e+01,2.0000000000e-02,3.3333333333e+00,2.8834884036e+00
1.9976666667e+01,2.0000000000e-02,5.0000000000e+00,4.1060963748e+00
1.9976666667e+01,2.0000000000e-02,6.6666666667e+00,5.3287043459e+00
1.9976666667e+01,2.0000000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,2.0000000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,2.0000000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,2.0000000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,2.0000000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,2.2500000000e-02,0.0000000000e+00,4.3827246126e-01
1.9976666667e+01,2.2500000000e-02,1.6666666667e+00,1.6608804324e+00
1.9976666667e+01,2.2500000000e-02,3.3333333333e+00,2.8834884036e+00
1.9976666667e+01,2.2500000000e-02,5.0000000000e+00,4.1060963748e+00
1.9976666667e+01,2.2500000000e-02,6.6666666667e+00,5.3287043459e+00
1.9976666667e+01,2.2500000000e-02,8.3333333333e+00,6.5513123171e+00
1.9976666667e+01,2.2500000000e-02,1.0000000000e+01,7.7739202883e+00
1.9976666667e+01,2.2500000000e-02,1.1666666667e+01,8.9965282594e+00
1.9976666667e+01,2.2500000000e-02,1.3333333333e+01,1.0219136231e+01
1.9976666667e+01,2.2500000000e-02,1.5000000000e+01,1.1441744202e+01
1.9976666667e+01,2.5000000000e-02,0.0000000000e+00,4.3827246125e-01
1.9976666667e+01,2.5000000000e-02,1.6666666667e+00,1.6608804324e+00
1.9976666667e+01,2.5000000000e-02,3.3333333333e+00,2.8834884036e+00
1.9976666667e+01,2.5000000000e-02,5.0000000000e+00,4.1060963748e+00
